Gender,City,CGPA,Programming_Skill,Communication_Skill,Aptitude_Score,Internships,Projects,Backlogs,Attendance_Percent,Certifications,Study_Hours_Per_Week,Placed,Salary_LPA
Male,Pune,6.59,6,7,6,3,6,1,66,3,21,0,0.0
Male,Pune,8.92,5,7,6,0,4,0,97,2,9,1,10.49
Male,Bengaluru,9.19,10,3,8,2,1,1,84,4,22,1,7.56
Female,Bengaluru,6.43,6,7,10,1,1,1,63,1,15,1,7.84
Female,Pune,6.65,9,1,5,4,1,0,82,1,1,1,8.85
Male,Chennai,8.06,7,10,9,1,2,1,58,2,12,1,9.14
Female,Hyderabad,6.81,10,1,1,1,2,0,93,1,6,1,8.03
Male,Delhi,7.15,10,5,9,1,6,1,71,1,1,1,7.6
Female,Bengaluru,7.23,9,2,10,2,3,1,65,4,22,1,8.56
Male,Bengaluru,5.28,4,9,7,1,1,1,56,0,19,1,8.6
Female,Pune,7.19,2,7,4,1,1,0,77,1,22,1,8.94
Female,Mumbai,6.51,8,4,3,1,1,4,76,2,13,1,9.44
Male,Delhi,6.71,4,4,10,0,1,1,80,4,6,1,9.83
Female,Delhi,8.64,9,2,6,1,2,2,66,5,17,1,8.35
Male,Bengaluru,5.94,4,5,1,1,2,0,86,2,13,1,7.61
Male,Chennai,8.01,8,4,3,1,1,1,63,0,9,1,9.04
Male,Mumbai,6.92,9,1,2,1,3,2,97,2,8,1,5.54
Male,Delhi,6.92,9,8,9,1,1,2,59,1,15,1,9.27
Female,Bengaluru,7.99,10,3,3,2,0,1,80,3,18,1,9.46
Female,Delhi,7.54,4,6,2,0,2,0,61,0,2,1,7.26
Female,Mumbai,7.77,1,4,4,0,5,0,83,2,21,1,9.39
Male,Mumbai,8.17,3,9,2,0,2,0,87,3,26,1,9.69
Female,Hyderabad,6.87,9,7,1,0,2,0,78,3,2,1,9.46
Male,Pune,6.59,4,9,6,0,1,0,79,3,11,1,6.24
Female,Pune,6.11,5,10,10,1,3,2,85,2,1,1,7.07
Female,Bengaluru,6.37,7,3,8,1,1,0,83,1,18,1,8.93
Female,Mumbai,9.9,5,1,10,2,1,1,59,3,21,1,8.92
Male,Hyderabad,8.44,4,5,10,0,2,1,92,2,27,1,8.66
Female,Hyderabad,5.85,2,3,2,0,3,1,99,2,26,1,6.47
Female,Delhi,5.88,2,6,9,0,1,1,65,2,30,1,8.03
Male,Delhi,7.68,4,8,3,1,4,0,86,1,7,1,10.47
Female,Hyderabad,7.75,10,4,8,0,3,0,62,3,21,1,9.8
Male,Delhi,7.75,10,5,8,0,3,0,74,4,17,1,10.58
Female,Mumbai,6.95,9,5,3,2,2,1,88,3,16,1,10.07
Male,Chennai,7.07,8,4,3,1,4,1,96,3,7,1,8.5
Male,Mumbai,7.53,3,4,6,0,3,1,62,0,22,1,8.27
Female,Hyderabad,7.29,9,4,1,1,2,2,56,1,7,1,10.9
Male,Hyderabad,4.98,5,4,4,1,3,0,75,2,2,1,8.72
Male,Mumbai,6.97,3,4,1,1,2,1,69,2,5,0,0.0
Male,Delhi,6.35,5,5,3,1,1,0,60,2,14,1,8.52
Male,Delhi,7.38,10,2,9,1,2,2,59,6,8,1,8.81
Male,Pune,9.9,4,2,5,1,4,0,57,2,29,1,9.12
Male,Hyderabad,7.57,8,9,5,0,3,0,97,3,12,1,10.76
Female,Bengaluru,6.89,5,2,4,0,5,2,97,2,7,1,8.51
Male,Pune,8.12,10,6,3,3,2,0,70,6,6,1,11.04
Male,Delhi,7.68,8,2,5,2,0,0,89,0,13,1,10.83
Female,Mumbai,7.62,9,5,4,1,1,0,63,4,22,1,10.35
Female,Delhi,7.81,4,4,8,3,1,2,89,2,12,1,9.68
Female,Mumbai,9.26,7,7,4,0,0,0,73,3,17,1,11.62
Female,Pune,6.07,2,7,8,2,0,1,97,0,16,1,6.85
Female,Hyderabad,7.67,6,6,6,0,4,3,100,3,1,1,8.41
Female,Delhi,6.27,8,10,5,0,2,0,88,3,7,1,7.14
Female,Mumbai,7.76,7,5,4,1,4,0,93,2,3,1,7.26
Male,Hyderabad,6.28,7,1,4,1,1,0,64,3,6,1,8.48
Male,Bengaluru,6.78,8,3,4,1,1,0,64,1,28,1,9.16
Female,Mumbai,6.9,7,9,9,0,1,3,74,3,21,1,9.36
Male,Pune,8.18,5,1,4,1,6,2,55,1,3,1,8.13
Male,Bengaluru,8.12,7,5,9,0,2,1,60,2,22,1,8.69
Male,Bengaluru,5.95,10,2,10,0,2,0,100,3,3,1,9.8
Female,Chennai,7.25,3,4,6,0,3,0,56,1,8,1,6.64
Female,Delhi,6.49,5,1,10,2,6,1,92,2,14,1,8.39
Male,Mumbai,5.94,7,3,7,2,4,0,87,2,23,1,9.99
Female,Bengaluru,6.98,9,10,10,2,2,0,57,3,9,1,8.7
Male,Chennai,6.89,2,7,3,0,1,0,90,2,5,1,7.65
Male,Pune,9.63,4,10,8,0,2,0,67,2,28,1,10.84
Male,Hyderabad,7.63,7,3,3,0,2,0,89,3,15,1,7.31
Male,Mumbai,5.82,1,4,1,2,1,0,69,2,17,1,6.69
Female,Bengaluru,6.64,2,2,10,3,0,0,99,3,27,1,7.15
Female,Delhi,8.22,9,3,5,1,0,1,76,2,10,1,10.29
Female,Chennai,9.29,10,9,2,0,1,1,97,2,27,1,8.03
Male,Bengaluru,5.61,7,3,10,0,2,0,58,2,8,1,9.78
Female,Delhi,5.32,10,5,6,2,4,0,71,1,18,1,8.53
Male,Bengaluru,9.07,7,2,10,2,0,0,59,4,6,1,10.77
Female,Mumbai,7.59,6,4,9,0,4,0,75,0,17,1,10.37
Male,Mumbai,6.33,3,7,1,2,5,2,78,1,22,0,0.0
Male,Mumbai,7.73,10,7,4,2,2,0,85,4,4,1,9.43
Male,Pune,4.56,3,3,1,0,1,1,94,2,21,0,0.0
Female,Pune,7.2,2,5,1,0,2,3,84,2,15,1,8.18
Female,Chennai,7.53,6,1,8,1,1,0,96,2,10,1,8.17
Female,Mumbai,8.12,4,10,2,2,1,0,61,0,23,1,10.16
Female,Delhi,6.19,5,10,1,3,2,2,61,1,13,1,8.04
Male,Bengaluru,7.29,3,10,8,3,0,2,81,1,22,1,8.01
Female,Hyderabad,6.27,6,1,4,1,0,2,78,3,1,1,9.76
Female,Delhi,7.46,3,5,3,0,3,0,73,3,25,1,9.47
Male,Pune,6.3,8,10,4,2,2,1,95,0,22,1,9.01
Male,Pune,6.79,9,9,5,2,2,0,88,4,22,1,8.49
Male,Delhi,6.2,4,1,1,1,0,3,76,3,9,0,0.0
Female,Pune,7.85,9,1,1,1,1,1,81,1,28,1,8.06
Male,Mumbai,8.06,7,4,3,3,0,1,60,5,26,1,10.45
Male,Chennai,6.97,3,4,6,0,1,2,64,3,5,1,9.05
Male,Bengaluru,7.24,7,2,1,1,0,2,99,2,11,0,0.0
Female,Chennai,5.75,1,9,2,0,2,0,85,2,22,0,0.0
Male,Bengaluru,6.9,3,9,7,1,3,0,79,4,22,1,6.69
Female,Bengaluru,7.15,6,2,1,0,2,0,56,2,23,0,0.0
Female,Chennai,9.82,4,9,7,1,5,2,64,2,25,1,9.75
Male,Delhi,6.09,7,6,4,2,4,0,64,2,21,1,7.25
Male,Bengaluru,8.66,3,8,10,2,2,1,80,3,21,1,6.07
Female,Chennai,8.2,1,10,6,0,1,0,59,1,4,1,8.34
Male,Bengaluru,7.48,9,4,8,2,2,0,76,0,26,1,9.46
Male,Hyderabad,8.96,6,2,9,3,1,1,58,1,20,1,8.9
Female,Delhi,7.57,8,2,6,0,2,1,88,1,16,1,9.09
Female,Mumbai,7.59,3,9,9,1,3,2,61,1,28,1,8.3
Male,Bengaluru,7.15,8,1,4,4,2,0,71,3,24,1,7.74
Female,Hyderabad,8.42,2,7,6,1,0,2,65,0,29,1,11.02
Male,Mumbai,8.3,4,3,8,3,3,0,62,3,18,1,9.27
Male,Mumbai,6.57,3,3,9,2,6,3,82,6,26,1,7.65
Male,Bengaluru,5.88,10,2,3,2,2,1,98,1,8,1,7.77
Female,Chennai,7.0,1,10,2,2,2,0,87,5,2,1,7.59
Male,Bengaluru,6.4,7,6,6,1,2,1,79,4,17,1,8.14
Male,Hyderabad,7.14,10,10,4,0,2,0,75,3,10,1,9.24
Male,Mumbai,8.44,2,2,1,1,2,2,66,1,13,1,10.07
Female,Bengaluru,6.74,4,10,8,4,1,0,80,2,15,1,7.37
Female,Chennai,7.16,9,4,9,1,1,0,83,4,9,1,9.3
Female,Bengaluru,7.26,6,10,9,2,3,0,92,3,27,1,9.72
Female,Delhi,8.05,8,9,2,1,3,1,89,1,8,1,8.47
Female,Chennai,4.95,2,9,9,2,2,2,91,2,6,1,6.66
Male,Hyderabad,6.59,7,6,7,2,2,0,100,2,4,1,6.84
Female,Mumbai,7.41,6,4,5,0,2,1,98,2,18,1,10.83
Female,Bengaluru,8.4,9,7,7,1,0,0,99,1,24,1,10.13
Female,Chennai,6.71,7,1,9,0,3,1,99,1,3,1,8.0
Male,Delhi,5.32,1,4,8,4,2,1,83,1,26,1,6.75
Female,Chennai,7.82,8,5,6,0,2,0,78,4,4,1,7.96
Female,Pune,6.56,10,8,4,1,1,2,69,6,21,1,9.18
Male,Delhi,6.01,3,2,1,1,3,1,60,3,13,0,0.0
Female,Hyderabad,6.58,2,5,6,0,5,1,86,4,20,1,6.94
Male,Mumbai,7.02,3,6,3,1,0,1,98,2,11,1,7.39
Male,Hyderabad,6.6,6,5,6,0,0,1,88,5,8,1,9.4
Male,Bengaluru,4.99,3,9,6,1,1,0,90,3,25,1,7.15
Male,Chennai,8.1,10,10,4,0,2,1,74,0,14,1,8.06
Male,Pune,8.47,5,1,2,1,2,0,66,1,14,1,9.14
Female,Delhi,7.85,6,3,9,1,1,0,89,3,16,1,8.14
Male,Delhi,6.06,8,2,2,1,5,1,92,4,14,1,9.36
Male,Chennai,7.0,7,3,3,1,0,0,71,5,1,1,10.6
Female,Pune,7.19,8,10,10,3,1,2,81,2,2,1,6.65
Male,Chennai,7.8,3,9,1,0,2,0,71,2,28,1,7.74
Female,Bengaluru,7.87,4,9,7,1,2,2,65,1,20,1,8.9
Female,Hyderabad,6.47,6,10,1,3,3,1,93,0,1,1,8.39
Female,Delhi,7.28,7,2,9,3,0,2,56,3,11,1,10.39
Male,Bengaluru,7.66,9,3,1,0,2,1,56,3,6,1,9.24
Male,Hyderabad,8.66,1,4,5,1,0,1,83,2,15,1,8.9
Male,Bengaluru,7.9,8,9,7,2,1,0,99,3,12,1,9.74
Female,Pune,7.99,8,3,3,1,4,1,78,2,5,1,8.44
Male,Delhi,7.28,6,7,9,0,6,0,78,0,29,1,9.39
Male,Chennai,8.61,4,3,8,0,0,0,70,0,23,1,9.48
Male,Chennai,7.61,3,7,3,1,3,2,85,2,12,1,8.65
Female,Hyderabad,6.34,3,7,5,0,0,1,97,4,22,0,0.0
Female,Mumbai,8.6,6,9,7,1,0,2,63,3,14,1,8.32
Male,Pune,7.9,8,2,4,1,1,1,81,0,14,1,9.45
Male,Hyderabad,6.76,7,6,5,0,4,2,95,0,19,1,8.59
Male,Mumbai,6.72,1,9,3,0,3,2,68,1,5,1,8.87
Male,Bengaluru,7.5,6,2,9,1,0,3,99,1,3,1,9.75
Female,Pune,7.66,7,2,10,3,0,0,79,1,25,1,9.43
Female,Bengaluru,7.4,7,5,9,0,0,0,97,0,18,1,9.84
Female,Delhi,7.51,9,10,7,4,2,2,98,2,6,1,9.81
Female,Pune,8.9,10,10,10,0,4,0,76,1,9,1,9.18
Male,Mumbai,8.27,5,10,2,0,2,0,89,2,26,1,8.99
Male,Delhi,7.39,1,8,7,0,3,3,87,3,7,1,6.89
Male,Chennai,8.14,2,9,7,1,0,2,81,2,21,1,10.38
Female,Mumbai,6.17,4,2,5,2,3,0,94,7,18,0,0.0
Male,Hyderabad,7.6,5,5,9,2,5,2,80,1,2,1,6.26
Female,Chennai,9.01,9,7,3,0,2,0,73,2,20,1,12.28
Female,Chennai,6.98,1,6,4,1,4,0,99,1,10,1,7.95
Male,Hyderabad,6.35,3,6,1,0,2,1,93,2,12,1,9.16
Male,Pune,6.55,5,7,6,1,3,0,99,3,2,1,9.27
Male,Chennai,6.11,3,3,4,1,1,1,80,2,28,1,9.25
Female,Mumbai,6.42,4,3,1,2,1,1,60,3,13,1,8.94
Male,Delhi,6.83,3,10,2,0,1,1,57,3,29,1,8.97
Female,Chennai,5.79,4,9,3,0,5,0,60,2,8,1,5.2
Male,Mumbai,7.22,1,8,9,1,2,0,82,3,26,1,6.99
Female,Bengaluru,8.1,8,5,8,2,3,2,57,4,23,1,6.14
Female,Mumbai,6.29,4,6,7,2,0,1,67,2,7,1,7.2
Male,Delhi,8.72,7,10,4,1,1,3,67,3,3,1,8.75
Female,Mumbai,7.71,2,1,1,2,3,2,67,2,23,0,0.0
Female,Hyderabad,8.23,2,10,8,1,2,2,55,2,8,1,7.48
Male,Delhi,6.54,6,1,4,0,1,2,94,3,21,0,0.0
Female,Pune,8.05,2,4,3,2,1,0,91,1,1,1,7.94
Male,Bengaluru,6.11,6,2,9,1,1,0,85,4,15,1,8.77
Female,Hyderabad,8.09,2,7,10,3,1,0,71,1,1,1,9.48
Male,Pune,7.37,4,2,4,1,1,1,63,2,12,1,8.82
Male,Mumbai,7.75,7,10,4,1,2,2,99,0,11,1,9.81
Female,Delhi,6.02,8,2,9,2,2,0,67,3,16,1,8.8
Female,Bengaluru,6.3,3,5,2,0,0,2,91,0,30,0,0.0
Female,Hyderabad,7.8,9,4,5,0,1,0,68,3,4,1,11.55
Female,Pune,6.25,2,8,4,2,1,1,65,4,2,1,4.99
Female,Pune,7.66,8,4,9,2,4,2,79,3,23,1,10.5
Male,Bengaluru,5.83,8,6,5,3,1,4,85,5,29,0,0.0
Female,Mumbai,8.05,4,5,9,0,1,0,68,0,3,1,9.02
Male,Bengaluru,5.97,1,2,9,1,0,0,61,1,28,0,0.0
Male,Pune,7.75,1,8,2,0,0,0,78,4,4,1,9.06
Female,Chennai,7.83,2,2,9,1,1,0,90,2,25,1,8.42
Male,Hyderabad,6.5,9,9,3,1,4,0,96,3,18,1,8.85
Male,Bengaluru,7.78,2,9,4,4,1,1,96,1,12,1,8.88
Male,Pune,7.46,2,3,1,2,1,0,98,5,24,0,0.0
Male,Mumbai,6.66,6,4,1,0,1,3,95,4,1,0,0.0
Female,Pune,6.19,7,8,1,0,1,0,57,0,3,1,8.5
Male,Mumbai,5.24,7,9,9,0,1,0,98,3,4,1,7.28
Female,Bengaluru,7.55,9,3,8,0,0,0,80,2,30,1,8.22
Female,Mumbai,5.64,6,5,5,0,1,0,80,3,6,1,7.08
Male,Delhi,7.3,8,8,5,0,1,0,55,3,17,1,6.65
Female,Delhi,6.94,6,3,9,0,3,1,69,2,30,1,8.17
Female,Delhi,7.88,2,7,3,1,5,0,65,3,8,1,8.5
Female,Chennai,6.9,1,8,3,1,6,0,91,3,18,1,8.96
Male,Bengaluru,6.87,5,10,7,4,5,1,61,0,16,1,7.8
Female,Pune,7.93,9,3,9,4,0,0,66,4,21,1,11.25
Female,Pune,7.54,8,2,6,1,3,0,92,2,6,1,9.8
Female,Chennai,7.52,4,10,2,1,4,0,57,0,24,1,7.27
Male,Mumbai,7.67,5,7,1,1,1,0,96,1,19,1,8.2
Female,Chennai,5.66,5,9,2,0,1,1,80,2,28,1,10.51
Male,Mumbai,7.96,6,1,1,2,4,1,84,3,25,1,9.92
Male,Mumbai,7.81,3,3,10,0,1,1,86,2,28,1,7.96
Male,Hyderabad,6.18,5,5,10,0,0,0,90,2,21,1,9.33
Male,Pune,6.96,2,3,9,3,1,0,99,2,8,1,6.66
Male,Delhi,7.16,10,1,10,2,2,1,91,2,4,1,8.54
Male,Mumbai,7.07,1,7,8,1,0,0,72,2,28,1,5.3
Female,Hyderabad,7.53,1,7,7,2,3,2,55,2,9,1,8.98
Male,Pune,8.63,10,10,3,0,2,0,75,1,8,1,8.32
Female,Delhi,8.28,7,8,8,0,5,1,82,1,21,1,9.14
Female,Mumbai,5.89,2,5,2,1,3,1,70,2,19,0,0.0
Male,Mumbai,7.82,4,10,2,0,3,0,82,2,1,1,8.96
Female,Chennai,8.53,5,5,10,3,1,2,76,1,21,1,9.0
Female,Chennai,7.59,7,5,3,4,2,0,73,2,21,1,7.23
Female,Pune,8.29,2,1,7,1,4,1,55,1,4,1,8.07
Female,Delhi,9.21,6,10,1,0,2,2,85,2,10,1,9.6
Male,Mumbai,8.22,1,5,8,1,1,1,96,2,26,1,9.03
Female,Pune,7.45,7,6,7,3,2,1,88,1,8,1,10.85
Male,Pune,8.25,9,1,4,1,5,1,100,1,3,1,10.93
Female,Bengaluru,7.34,5,7,5,2,3,2,94,0,12,1,7.83
Female,Chennai,7.22,5,1,10,1,1,1,60,4,26,1,7.78
Male,Delhi,6.85,4,2,1,0,4,0,82,4,9,1,6.66
Female,Mumbai,8.76,3,2,4,0,0,2,57,2,3,1,7.71
Female,Pune,6.38,9,5,1,2,2,1,85,2,4,1,9.85
Female,Mumbai,8.73,5,10,1,1,2,0,70,2,6,1,7.25
Male,Bengaluru,7.7,8,7,10,1,2,1,71,3,9,1,8.97
Female,Delhi,5.8,9,1,1,0,5,0,98,1,26,1,8.25
Male,Pune,7.57,5,10,7,3,1,3,81,4,2,1,7.84
Female,Mumbai,5.1,10,1,7,1,1,1,78,2,2,1,6.92
Male,Chennai,7.83,9,1,4,0,1,0,74,1,18,1,7.05
Male,Bengaluru,8.09,2,6,2,1,1,1,86,3,21,1,7.02
Female,Delhi,6.61,9,2,3,0,2,0,89,2,22,1,8.79
Female,Bengaluru,7.32,4,1,8,0,3,3,67,4,3,1,9.26
Male,Chennai,9.15,6,6,8,0,3,0,97,3,3,1,11.36
Male,Delhi,6.69,6,2,6,2,2,1,74,1,18,1,8.96
Female,Bengaluru,6.14,6,6,10,0,1,1,56,1,27,1,9.08
Male,Hyderabad,8.68,2,10,9,0,1,0,58,2,6,1,10.71
Female,Chennai,9.16,7,8,9,1,4,1,81,0,1,1,9.95
Female,Chennai,7.2,6,2,4,1,2,0,79,1,25,1,9.92
Female,Chennai,8.21,1,9,1,0,1,0,58,3,15,1,8.04
Female,Hyderabad,8.54,2,8,1,2,1,1,86,3,11,1,9.59
Male,Hyderabad,6.46,7,10,10,3,5,0,71,2,10,1,8.85
Female,Mumbai,6.71,1,1,5,2,1,0,55,3,4,1,7.68
Male,Pune,8.43,1,7,2,1,2,0,87,3,14,1,10.43
Female,Bengaluru,8.89,1,10,6,0,4,1,84,1,2,1,7.29
Male,Mumbai,7.76,8,6,7,0,2,0,59,2,13,1,8.14
Female,Bengaluru,6.32,4,6,1,0,2,0,66,2,16,1,9.61
Male,Pune,9.19,4,6,6,2,1,0,92,3,12,1,10.36
Male,Hyderabad,6.67,2,6,8,0,1,0,86,2,22,1,8.09
Female,Pune,6.86,1,10,5,2,1,0,92,3,5,1,8.43
Female,Hyderabad,7.54,10,7,7,3,2,1,71,3,19,1,9.96
Female,Pune,8.75,9,3,10,2,2,1,99,3,29,1,10.08
Female,Mumbai,8.05,7,6,6,0,0,0,94,3,3,1,9.45
Male,Delhi,7.61,4,3,4,0,3,1,86,3,21,1,7.63
Female,Mumbai,7.66,6,7,7,0,3,0,78,3,20,1,10.39
Male,Bengaluru,7.24,2,7,10,2,1,1,66,2,21,1,8.03
Male,Mumbai,7.76,7,8,9,0,3,1,85,2,2,1,7.87
Female,Chennai,4.67,2,2,10,3,4,2,73,2,27,1,7.54
Male,Bengaluru,6.9,10,9,10,1,4,1,83,3,17,1,9.53
Male,Pune,7.44,8,5,7,1,2,0,75,2,21,1,9.54
Male,Bengaluru,6.05,8,9,5,1,1,1,80,2,11,1,9.74
Male,Delhi,7.59,1,10,7,1,0,0,82,5,1,1,7.82
Female,Hyderabad,7.0,8,5,3,1,3,1,71,2,19,1,8.83
Female,Pune,8.96,2,7,2,1,2,0,63,2,8,1,7.86
Female,Bengaluru,8.77,6,9,5,0,0,1,75,4,11,1,9.57
Female,Pune,6.73,1,4,4,0,5,0,88,1,8,0,0.0
Male,Pune,7.05,5,2,5,2,4,1,65,2,25,1,7.86
Male,Pune,7.13,7,9,8,2,1,1,74,1,17,1,10.02
Female,Hyderabad,6.75,10,2,4,1,4,1,93,7,20,1,9.23
Female,Mumbai,7.4,1,3,9,2,3,1,70,1,6,1,9.92
Female,Pune,6.44,2,10,7,1,4,1,83,2,7,1,9.41
Male,Chennai,6.07,7,2,10,0,3,0,55,1,21,1,8.72
Female,Delhi,7.82,6,3,7,1,1,0,72,2,13,1,9.38
Female,Hyderabad,7.83,3,6,8,0,3,1,76,0,7,1,8.31
Female,Bengaluru,6.4,10,3,6,1,2,1,62,5,11,1,10.19
Male,Hyderabad,8.1,2,10,8,3,2,1,61,1,10,1,9.01
Male,Bengaluru,6.57,10,8,3,0,2,1,79,1,8,1,10.09
Male,Hyderabad,7.45,4,6,10,1,1,1,84,5,10,1,7.81
Male,Bengaluru,8.02,3,7,10,1,5,0,88,2,22,1,7.03
Male,Pune,7.17,7,1,1,0,4,1,98,2,11,1,9.45
Male,Mumbai,7.65,8,3,6,0,1,1,95,1,20,1,9.98
Male,Bengaluru,6.68,2,3,1,1,3,0,65,2,17,0,0.0
Male,Bengaluru,7.0,10,2,9,0,3,0,69,1,11,1,9.84
Female,Chennai,6.99,7,7,2,2,4,0,89,4,16,1,7.76
Female,Bengaluru,6.45,8,9,2,0,1,2,77,2,5,1,9.84
Male,Chennai,7.02,6,4,7,3,1,0,99,0,10,1,10.08
Male,Delhi,5.65,6,5,2,1,2,0,75,2,26,1,9.42
Female,Pune,6.71,10,3,10,0,1,1,82,2,26,1,9.2
Male,Chennai,6.92,1,9,8,3,1,1,67,2,20,1,9.47
Male,Mumbai,6.94,4,4,6,0,0,0,88,2,5,1,7.04
Male,Pune,6.96,1,5,7,3,2,2,92,0,20,1,8.74
Female,Chennai,7.14,4,1,7,0,2,0,60,2,9,1,9.34
Female,Pune,7.68,2,2,6,1,1,0,98,3,3,1,9.03
Female,Pune,8.07,5,9,10,3,1,0,58,1,3,1,7.8
Female,Pune,6.55,10,2,9,1,3,0,59,1,10,1,9.27
Female,Delhi,6.0,9,5,9,1,2,0,94,0,7,1,8.37
Male,Mumbai,6.16,10,8,7,1,1,2,60,3,2,1,6.51
Female,Hyderabad,6.71,3,3,9,1,1,0,75,3,25,1,6.8
Male,Hyderabad,6.85,8,6,10,0,1,1,82,4,8,1,10.25
Male,Chennai,6.43,3,4,3,1,2,4,57,1,12,0,0.0
Female,Pune,5.9,6,7,3,2,4,0,77,3,30,1,9.55
Female,Chennai,6.74,4,10,1,1,1,0,62,2,22,1,9.71
Male,Delhi,7.38,8,3,5,0,0,0,73,0,30,1,9.7
Male,Delhi,7.8,6,6,4,2,1,0,65,4,29,1,8.21
Male,Bengaluru,6.64,8,10,2,1,2,1,64,3,9,1,9.92
Female,Delhi,6.79,1,9,9,1,0,1,82,1,11,1,8.25
Female,Bengaluru,6.27,6,10,3,3,3,0,74,1,19,1,8.47
Female,Mumbai,7.17,1,1,8,1,1,1,98,2,20,1,7.04
Female,Chennai,6.35,1,3,6,1,1,2,82,2,23,0,0.0
Female,Mumbai,7.77,8,2,5,1,6,1,83,0,17,1,8.1
Male,Delhi,5.41,7,8,1,1,1,1,62,2,13,1,9.38
Female,Mumbai,6.84,3,7,4,1,1,0,73,2,1,1,10.1
Male,Mumbai,7.5,6,2,3,2,0,1,75,4,1,0,0.0
Male,Mumbai,7.38,9,6,1,1,5,3,72,0,28,1,9.4
Male,Delhi,9.89,7,3,5,1,1,0,63,3,8,1,9.43
Female,Pune,7.55,3,8,6,2,2,1,58,2,13,1,9.07
Female,Mumbai,6.2,6,10,2,0,0,1,95,1,6,1,7.89
Female,Bengaluru,7.1,4,3,3,0,2,3,79,1,3,0,0.0
Male,Delhi,5.42,3,10,6,1,2,2,88,5,16,0,0.0
Male,Mumbai,7.12,9,9,4,1,4,0,63,2,10,1,9.85
Male,Pune,6.37,10,1,9,1,2,0,63,5,7,1,9.77
Male,Delhi,8.12,2,5,5,1,2,0,72,1,22,1,9.67
Male,Hyderabad,6.65,1,3,4,3,2,0,65,4,21,1,8.62
Male,Pune,7.08,2,6,2,0,0,0,67,2,3,1,8.8
Female,Bengaluru,6.56,7,10,6,3,5,0,92,0,14,1,7.38
Female,Mumbai,8.94,10,2,10,1,1,0,63,1,16,1,8.53
Female,Hyderabad,6.88,1,9,2,2,6,0,70,0,4,1,8.43
Female,Hyderabad,9.03,6,6,7,1,3,0,58,1,29,1,10.7
Male,Delhi,8.01,7,7,3,1,3,1,88,1,13,1,8.82
Male,Hyderabad,7.68,9,5,9,1,2,0,61,2,27,1,9.27
Female,Bengaluru,7.57,8,9,5,2,1,1,69,1,27,1,9.13
Male,Bengaluru,7.59,6,1,8,0,5,1,92,1,1,1,6.66
Female,Chennai,5.27,3,5,6,1,0,0,65,1,25,1,7.99
Female,Bengaluru,6.92,8,10,10,1,2,1,86,2,5,1,8.22
Female,Pune,8.05,7,6,8,1,3,0,81,3,18,1,9.89
Male,Hyderabad,7.15,3,7,3,0,1,0,84,1,12,1,8.32
Female,Bengaluru,5.79,9,4,3,0,2,0,71,0,11,1,8.39
Female,Delhi,7.15,2,1,5,1,1,1,90,3,9,1,8.05
Female,Chennai,8.9,3,8,10,3,2,3,73,3,28,1,8.58
Male,Hyderabad,8.45,2,10,3,0,1,0,61,5,7,1,7.06
Male,Chennai,7.14,1,4,8,1,1,0,97,2,14,1,9.26
Female,Hyderabad,8.15,4,3,10,1,4,0,99,2,30,1,8.07
Male,Delhi,6.83,5,7,8,1,3,1,75,4,24,1,7.93
Male,Chennai,5.5,6,2,2,1,3,2,82,2,29,0,0.0
Male,Mumbai,6.28,5,8,4,1,1,1,57,3,3,1,6.96
Male,Pune,8.76,1,6,10,2,1,0,68,1,16,1,8.09
Male,Pune,6.93,3,7,1,2,3,0,56,1,30,1,10.59
Male,Hyderabad,6.96,1,5,4,1,5,0,83,3,7,1,8.46
Male,Mumbai,6.9,5,9,4,1,1,1,72,6,27,1,7.49
Male,Chennai,9.1,5,5,10,2,5,0,91,3,1,1,6.79
Male,Mumbai,8.83,6,5,9,1,1,1,99,1,6,1,10.51
Male,Mumbai,9.42,8,3,3,0,2,1,99,4,26,1,8.54
Female,Chennai,7.04,10,1,2,4,2,0,78,1,6,1,8.51
Female,Delhi,7.5,1,2,9,2,1,2,100,4,27,1,7.75
Male,Mumbai,5.68,4,8,9,2,2,0,66,1,10,1,6.87
Female,Mumbai,8.68,10,1,1,2,2,0,99,0,12,1,9.65
Female,Delhi,6.03,1,7,6,2,2,0,86,4,22,1,7.07
Male,Mumbai,7.42,9,5,10,3,2,0,72,2,19,1,9.91
Male,Mumbai,6.1,7,3,8,1,3,1,67,6,6,1,8.64
